seq,is_true,is_ignore,path,x0,x1,y0,y1,col,,json_path
2,False,False,/data/crops/hamburg_000000_030279_leftImg8bit_rF_5889,982,1014,423,519,r,,hamburg_000000_030279_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_030279_leftImg8bit_gF_5890,927,959,363,459,g,,hamburg_000000_030279_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_030953_leftImg8bit_rF_5891,1288,1320,226,322,r,,hamburg_000000_030953_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_030953_leftImg8bit_gF_5892,1391,1423,207,303,g,,hamburg_000000_030953_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_030953_leftImg8bit_gF_5893,1391,1423,306,402,g,,hamburg_000000_030953_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_030953_leftImg8bit_gF_5894,1396,1428,264,360,g,,hamburg_000000_030953_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_031971_leftImg8bit_rF_5895,1954,1986,322,418,r,,hamburg_000000_031971_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_032266_leftImg8bit_rF_5896,1241,1273,331,427,r,,hamburg_000000_032266_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_032266_leftImg8bit_rF_5897,634,666,420,516,r,,hamburg_000000_032266_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_032266_leftImg8bit_rF_5898,1036,1068,384,480,r,,hamburg_000000_032266_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_032266_leftImg8bit_gF_5899,539,571,369,465,g,,hamburg_000000_032266_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_032266_leftImg8bit_gF_5900,1458,1490,44,140,g,,hamburg_000000_032266_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_032266_leftImg8bit_gF_5901,355,387,312,408,g,,hamburg_000000_032266_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_032460_leftImg8bit_rF_5902,1919,1951,333,429,r,,hamburg_000000_032460_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_032460_leftImg8bit_rF_5903,1113,1145,302,398,r,,hamburg_000000_032460_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_032460_leftImg8bit_rF_5904,1058,1090,444,540,r,,hamburg_000000_032460_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_032460_leftImg8bit_gF_5905,419,451,-51,45,g,,hamburg_000000_032460_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_032719_leftImg8bit_rF_5906,276,308,471,567,r,,hamburg_000000_032719_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_032719_leftImg8bit_rF_5907,1881,1913,-6,90,r,,hamburg_000000_032719_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_032906_leftImg8bit_rF_5908,1044,1076,-8,88,r,,hamburg_000000_032906_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_032906_leftImg8bit_rF_5909,589,621,384,480,r,,hamburg_000000_032906_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_032906_leftImg8bit_rF_5910,542,574,383,479,r,,hamburg_000000_032906_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_032906_leftImg8bit_rF_5911,426,458,439,535,r,,hamburg_000000_032906_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_032906_leftImg8bit_rF_5912,274,306,444,540,r,,hamburg_000000_032906_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_032906_leftImg8bit_rF_5913,1079,1111,421,517,r,,hamburg_000000_032906_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_033506_leftImg8bit_rF_5914,1877,1909,272,368,r,,hamburg_000000_033506_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_033506_leftImg8bit_rF_5915,680,712,249,345,r,,hamburg_000000_033506_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_033506_leftImg8bit_rF_5916,871,903,357,453,r,,hamburg_000000_033506_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_033506_leftImg8bit_rF_5917,977,1009,287,383,r,,hamburg_000000_033506_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_033506_leftImg8bit_gF_5918,636,668,-44,52,g,,hamburg_000000_033506_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_033506_leftImg8bit_gF_5919,874,906,29,125,g,,hamburg_000000_033506_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_034049_leftImg8bit_rF_5920,1346,1378,269,365,r,,hamburg_000000_034049_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_034049_leftImg8bit_gF_5921,1948,1980,36,132,g,,hamburg_000000_034049_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_034049_leftImg8bit_gF_5922,1528,1560,211,307,g,,hamburg_000000_034049_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_034049_leftImg8bit_gF_5923,681,713,244,340,g,,hamburg_000000_034049_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_034049_leftImg8bit_gF_5924,1267,1299,162,258,g,,hamburg_000000_034049_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_034049_leftImg8bit_gF_5925,1548,1580,273,369,g,,hamburg_000000_034049_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_035568_leftImg8bit_gF_5926,1762,1794,244,340,g,,hamburg_000000_035568_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_035568_leftImg8bit_gF_5927,1069,1101,295,391,g,,hamburg_000000_035568_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_035568_leftImg8bit_gF_5928,28,60,389,485,g,,hamburg_000000_035568_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_036003_leftImg8bit_rF_5929,503,535,424,520,r,,hamburg_000000_036003_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_036003_leftImg8bit_gF_5930,633,665,352,448,g,,hamburg_000000_036003_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_036003_leftImg8bit_gF_5931,1517,1549,385,481,g,,hamburg_000000_036003_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_036003_leftImg8bit_gF_5932,401,433,369,465,g,,hamburg_000000_036003_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_036003_leftImg8bit_gF_5933,392,424,347,443,g,,hamburg_000000_036003_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_036527_leftImg8bit_rF_5934,475,507,396,492,r,,hamburg_000000_036527_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_036527_leftImg8bit_rF_5935,609,641,418,514,r,,hamburg_000000_036527_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_036527_leftImg8bit_gF_5936,643,675,376,472,g,,hamburg_000000_036527_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_036527_leftImg8bit_gF_5937,-13,19,20,116,g,,hamburg_000000_036527_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_037036_leftImg8bit_gF_5938,614,646,381,477,g,,hamburg_000000_037036_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_037036_leftImg8bit_gF_5939,1089,1121,349,445,g,,hamburg_000000_037036_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_037036_leftImg8bit_gF_5940,349,381,405,501,g,,hamburg_000000_037036_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_037036_leftImg8bit_gF_5941,654,686,370,466,g,,hamburg_000000_037036_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_037161_leftImg8bit_rF_5942,1335,1367,387,483,r,,hamburg_000000_037161_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_037161_leftImg8bit_gF_5943,373,405,283,379,g,,hamburg_000000_037161_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_037161_leftImg8bit_gF_5944,1879,1911,-47,49,g,,hamburg_000000_037161_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_037161_leftImg8bit_gF_5945,1416,1448,328,424,g,,hamburg_000000_037161_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_037161_leftImg8bit_gF_5946,457,489,400,496,g,,hamburg_000000_037161_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_037279_leftImg8bit_rF_5947,2024,2056,326,422,r,,hamburg_000000_037279_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_037279_leftImg8bit_gF_5948,1571,1603,285,381,g,,hamburg_000000_037279_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_037279_leftImg8bit_gF_5949,805,837,334,430,g,,hamburg_000000_037279_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_037741_leftImg8bit_rF_5950,285,317,356,452,r,,hamburg_000000_037741_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_037741_leftImg8bit_rF_5951,312,344,381,477,r,,hamburg_000000_037741_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_037741_leftImg8bit_rF_5952,591,623,411,507,r,,hamburg_000000_037741_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5953,1314,1346,321,417,r,,hamburg_000000_038446_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5954,622,654,283,379,r,,hamburg_000000_038446_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5955,194,226,266,362,r,,hamburg_000000_038446_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5956,908,940,317,413,r,,hamburg_000000_038446_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5957,497,529,326,422,r,,hamburg_000000_038446_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5958,1291,1323,353,449,r,,hamburg_000000_038446_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_rF_5959,1729,1761,399,495,r,,hamburg_000000_038446_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5960,235,267,179,275,g,,hamburg_000000_038446_gtFine_polygons.json
8,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5961,713,745,379,475,g,,hamburg_000000_038446_gtFine_polygons.json
9,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5962,214,246,139,235,g,,hamburg_000000_038446_gtFine_polygons.json
10,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5963,1504,1536,231,327,g,,hamburg_000000_038446_gtFine_polygons.json
11,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5964,-8,24,-56,40,g,,hamburg_000000_038446_gtFine_polygons.json
12,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5965,1363,1395,388,484,g,,hamburg_000000_038446_gtFine_polygons.json
13,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5966,1297,1329,187,283,g,,hamburg_000000_038446_gtFine_polygons.json
14,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5967,890,922,176,272,g,,hamburg_000000_038446_gtFine_polygons.json
15,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5968,1258,1290,333,429,g,,hamburg_000000_038446_gtFine_polygons.json
16,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5969,183,215,352,448,g,,hamburg_000000_038446_gtFine_polygons.json
17,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5970,1648,1680,308,404,g,,hamburg_000000_038446_gtFine_polygons.json
18,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5971,1557,1589,258,354,g,,hamburg_000000_038446_gtFine_polygons.json
19,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5972,1612,1644,274,370,g,,hamburg_000000_038446_gtFine_polygons.json
20,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5973,1369,1401,362,458,g,,hamburg_000000_038446_gtFine_polygons.json
21,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5974,1336,1368,386,482,g,,hamburg_000000_038446_gtFine_polygons.json
22,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5975,8,40,302,398,g,,hamburg_000000_038446_gtFine_polygons.json
23,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5976,966,998,390,486,g,,hamburg_000000_038446_gtFine_polygons.json
24,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5977,886,918,284,380,g,,hamburg_000000_038446_gtFine_polygons.json
25,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5978,1625,1657,313,409,g,,hamburg_000000_038446_gtFine_polygons.json
26,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5979,788,820,356,452,g,,hamburg_000000_038446_gtFine_polygons.json
27,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5980,1343,1375,309,405,g,,hamburg_000000_038446_gtFine_polygons.json
28,False,False,/data/crops/hamburg_000000_038446_leftImg8bit_gF_5981,1826,1858,315,411,g,,hamburg_000000_038446_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_038511_leftImg8bit_rF_5982,989,1021,413,509,r,,hamburg_000000_038511_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_038511_leftImg8bit_rF_5983,1212,1244,464,560,r,,hamburg_000000_038511_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_038511_leftImg8bit_gF_5984,-14,18,358,454,g,,hamburg_000000_038511_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_038511_leftImg8bit_gF_5985,1243,1275,373,469,g,,hamburg_000000_038511_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_038511_leftImg8bit_gF_5986,1471,1503,341,437,g,,hamburg_000000_038511_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_038511_leftImg8bit_gF_5987,1035,1067,386,482,g,,hamburg_000000_038511_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_038729_leftImg8bit_rF_5988,985,1017,357,453,r,,hamburg_000000_038729_gtFine_polygons.json
1,True,False,/data/crops/hamburg_000000_038729_leftImg8bit_rT_5989,1256,1288,131,227,r,,hamburg_000000_038729_gtFine_polygons.json
2,True,False,/data/crops/hamburg_000000_038729_leftImg8bit_rT_5990,958,990,265,361,r,,hamburg_000000_038729_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_rF_5991,1978,2010,321,417,r,,hamburg_000000_038915_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_rF_5992,551,583,79,175,r,,hamburg_000000_038915_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_rF_5993,1172,1204,-26,70,r,,hamburg_000000_038915_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_rF_5994,551,583,89,185,r,,hamburg_000000_038915_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_rF_5995,564,596,90,186,r,,hamburg_000000_038915_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_5996,31,63,426,522,g,,hamburg_000000_038915_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_5997,1857,1889,116,212,g,,hamburg_000000_038915_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_5998,1853,1885,78,174,g,,hamburg_000000_038915_gtFine_polygons.json
8,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_5999,1857,1889,129,225,g,,hamburg_000000_038915_gtFine_polygons.json
9,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_6000,1853,1885,92,188,g,,hamburg_000000_038915_gtFine_polygons.json
10,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_6001,1527,1559,45,141,g,,hamburg_000000_038915_gtFine_polygons.json
11,False,False,/data/crops/hamburg_000000_038915_leftImg8bit_gF_6002,19,51,321,417,g,,hamburg_000000_038915_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_rF_6003,1407,1439,-21,75,r,,hamburg_000000_039264_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_rF_6004,993,1025,371,467,r,,hamburg_000000_039264_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_gF_6005,1765,1797,155,251,g,,hamburg_000000_039264_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_gF_6006,1763,1795,102,198,g,,hamburg_000000_039264_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_gF_6007,1761,1793,-4,92,g,,hamburg_000000_039264_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_gF_6008,1767,1799,142,238,g,,hamburg_000000_039264_gtFine_polygons.json
6,True,False,/data/crops/hamburg_000000_039264_leftImg8bit_gT_6009,1088,1120,276,372,g,,hamburg_000000_039264_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_039264_leftImg8bit_gF_6010,491,523,356,452,g,,hamburg_000000_039264_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_rF_6011,1388,1420,309,405,r,,hamburg_000000_039420_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_rF_6012,1674,1706,-21,75,r,,hamburg_000000_039420_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_rF_6013,1699,1731,-21,75,r,,hamburg_000000_039420_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_rF_6014,711,743,313,409,r,,hamburg_000000_039420_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_rF_6015,687,719,464,560,r,,hamburg_000000_039420_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_rF_6016,565,597,262,358,r,,hamburg_000000_039420_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_gF_6017,1578,1610,-54,42,g,,hamburg_000000_039420_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_gF_6018,413,445,358,454,g,,hamburg_000000_039420_gtFine_polygons.json
8,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_gF_6019,1539,1571,298,394,g,,hamburg_000000_039420_gtFine_polygons.json
9,False,False,/data/crops/hamburg_000000_039420_leftImg8bit_gF_6020,264,296,368,464,g,,hamburg_000000_039420_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_rF_6021,959,991,405,501,r,,hamburg_000000_039546_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_rF_6022,1106,1138,217,313,r,,hamburg_000000_039546_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_rF_6023,1865,1897,355,451,r,,hamburg_000000_039546_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_rF_6024,298,330,194,290,r,,hamburg_000000_039546_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_rF_6025,797,829,405,501,r,,hamburg_000000_039546_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_rF_6026,-9,23,361,457,r,,hamburg_000000_039546_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6027,402,434,398,494,g,,hamburg_000000_039546_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6028,446,478,326,422,g,,hamburg_000000_039546_gtFine_polygons.json
8,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6029,836,868,376,472,g,,hamburg_000000_039546_gtFine_polygons.json
9,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6030,179,211,339,435,g,,hamburg_000000_039546_gtFine_polygons.json
10,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6031,286,318,363,459,g,,hamburg_000000_039546_gtFine_polygons.json
11,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6032,1182,1214,363,459,g,,hamburg_000000_039546_gtFine_polygons.json
12,False,False,/data/crops/hamburg_000000_039546_leftImg8bit_gF_6033,1780,1812,393,489,g,,hamburg_000000_039546_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_040021_leftImg8bit_gF_6034,1651,1683,326,422,g,,hamburg_000000_040021_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_040021_leftImg8bit_gF_6035,621,653,367,463,g,,hamburg_000000_040021_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_041667_leftImg8bit_rF_6036,324,356,141,237,r,,hamburg_000000_041667_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_041667_leftImg8bit_rF_6037,1477,1509,363,459,r,,hamburg_000000_041667_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_041667_leftImg8bit_gF_6038,-10,22,51,147,g,,hamburg_000000_041667_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_rF_6039,661,693,403,499,r,,hamburg_000000_042505_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_rF_6040,1156,1188,390,486,r,,hamburg_000000_042505_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6041,774,806,249,345,g,,hamburg_000000_042505_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6042,813,845,284,380,g,,hamburg_000000_042505_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6043,678,710,239,335,g,,hamburg_000000_042505_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6044,595,627,200,296,g,,hamburg_000000_042505_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6045,698,730,218,314,g,,hamburg_000000_042505_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6046,790,822,266,362,g,,hamburg_000000_042505_gtFine_polygons.json
8,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6047,717,749,240,336,g,,hamburg_000000_042505_gtFine_polygons.json
9,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6048,577,609,201,297,g,,hamburg_000000_042505_gtFine_polygons.json
10,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6049,824,856,270,366,g,,hamburg_000000_042505_gtFine_polygons.json
11,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6050,1018,1050,360,456,g,,hamburg_000000_042505_gtFine_polygons.json
12,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6051,773,805,265,361,g,,hamburg_000000_042505_gtFine_polygons.json
13,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6052,698,730,239,335,g,,hamburg_000000_042505_gtFine_polygons.json
14,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6053,759,791,266,362,g,,hamburg_000000_042505_gtFine_polygons.json
15,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6054,113,145,284,380,g,,hamburg_000000_042505_gtFine_polygons.json
16,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6055,379,411,330,426,g,,hamburg_000000_042505_gtFine_polygons.json
17,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6056,838,870,283,379,g,,hamburg_000000_042505_gtFine_polygons.json
18,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6057,466,498,148,244,g,,hamburg_000000_042505_gtFine_polygons.json
19,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6058,113,145,267,363,g,,hamburg_000000_042505_gtFine_polygons.json
20,False,False,/data/crops/hamburg_000000_042505_leftImg8bit_gF_6059,226,258,318,414,g,,hamburg_000000_042505_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_rF_6060,1336,1368,412,508,r,,hamburg_000000_042885_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_rF_6061,1180,1212,365,461,r,,hamburg_000000_042885_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_rF_6062,938,970,17,113,r,,hamburg_000000_042885_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_rF_6063,838,870,387,483,r,,hamburg_000000_042885_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_rF_6064,1586,1618,300,396,r,,hamburg_000000_042885_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_gF_6065,1451,1483,314,410,g,,hamburg_000000_042885_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_gF_6066,1368,1400,-56,40,g,,hamburg_000000_042885_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_gF_6067,1212,1244,-57,39,g,,hamburg_000000_042885_gtFine_polygons.json
8,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_gF_6068,1279,1311,-56,40,g,,hamburg_000000_042885_gtFine_polygons.json
9,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_gF_6069,1060,1092,-48,48,g,,hamburg_000000_042885_gtFine_polygons.json
10,False,False,/data/crops/hamburg_000000_042885_leftImg8bit_gF_6070,1152,1184,304,400,g,,hamburg_000000_042885_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_043944_leftImg8bit_gF_6071,1620,1652,310,406,g,,hamburg_000000_043944_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_043944_leftImg8bit_gF_6072,1892,1924,291,387,g,,hamburg_000000_043944_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_043944_leftImg8bit_gF_6073,95,127,103,199,g,,hamburg_000000_043944_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_044251_leftImg8bit_gF_6074,1196,1228,-52,44,g,,hamburg_000000_044251_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_044251_leftImg8bit_gF_6075,1568,1600,289,385,g,,hamburg_000000_044251_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_044251_leftImg8bit_gF_6076,978,1010,330,426,g,,hamburg_000000_044251_gtFine_polygons.json
0,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6077,1258,1290,244,340,r,,hamburg_000000_044400_gtFine_polygons.json
1,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6078,1534,1566,317,413,r,,hamburg_000000_044400_gtFine_polygons.json
2,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6079,1555,1587,316,412,r,,hamburg_000000_044400_gtFine_polygons.json
3,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6080,1921,1953,301,397,r,,hamburg_000000_044400_gtFine_polygons.json
4,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6081,1611,1643,313,409,r,,hamburg_000000_044400_gtFine_polygons.json
5,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6082,1570,1602,315,411,r,,hamburg_000000_044400_gtFine_polygons.json
6,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6083,1175,1207,387,483,r,,hamburg_000000_044400_gtFine_polygons.json
7,False,False,/data/crops/hamburg_000000_044400_leftImg8bit_rF_6084,1876,1908,346,442,r,,hamburg_000000_044400_gtFine_polygons.json
